doc_key,mention_ind,mentions_vs_mentionstr,mentions_vs_clusters,mentions_vs_tbound,category,pronoun_class,entity_name,name_fuzzy_scores,neighbour_distance,nominal_neighbour_distance,surface_neighbour_distance,avg_fuzzy_scores,cluster_size,nominal_size,is_plural,num_major_mentions_neigh,num_helpers,num_dists,fin_dists,is_nested,nested_entities,dataset,predicted_answer,answer,phrase_extr,correct,options,pred_in_opts,pred_gender,ans_gender,output,predicted_pronoun,answer_pronoun,num_options,is_dialogue,correct_extr
049_The_Six_Swans_0,374,"the Queen , who did not utter one word of defence",8,"[1964, 1974]",NOM,-1,The Little Sister,47,2,17,136,65.05263157894737,130,19,False,15,-1,-2,-1,0,[],fantasy,The Queen,The Little Sister,"the Queen , who did not utter one word of defence",False,"['The Tree', 'The Forest Castle', 'The Little Sister', 'The Ball Of Yarn', 'The Forest', 'A Forest-hut', 'The Old Woman', 'The Quarter Of An Hour', 'The King', 'The Queen', ""The Little Sister's Husband"", 'The Wicked Step-mother', 'None of the Above']",True,Female,Female,"- Mention: {{the Queen , who did not utter one word of defence}}
- Explanation: The mention refers to the Queen who is accused of being a man-eater by the King's wicked mother.
- The mention refers to: The Queen 
","{3: 21, 2: 1}","{3: 92, 1: 12, 0: 7}",13,False,True
089_The_Goose-Girl_0,471,my bridegroom,3,"[2239, 2240]",NOM,-1,The Young King,35,16,16,21,54.583333333333336,22,12,False,19,-1,-2,-1,1,['The Princess'],fantasy,The Prince,None of the Above,my bridegroom,False,"[""The Princess's Golden Cup"", ""The Princess's Mother's Heart"", 'The Handkerchief With The Three Drops Of Blood', 'The Meadow', ""The Princess's Mother's Finger"", 'The Sentence', 'Conrad', 'The Head', ""Conrad's Hat"", 'Falada', 'Narrator', 'The Three Drops Of Blood', ""The Waiting-maid's Nag"", 'The Dark Gateway', 'The Knacker', ""The Princess's Hair"", 'A Violent Wind', 'The Stream', 'The Waiting-maid', 'The Aged King', ""The Princess's Mother"", 'The Iron-stove', 'The Princess', 'The Country', 'The Water', 'None of the Above']",False,Male,None,"- Mention: {{my bridegroom}}
- Explanation: The mention refers to the prince who the princess is betrothed to.
- The mention refers to: The Prince 
",{},{},26,False,True
029_The_Devil_With_the_Three_Golden_Hairs_0,289,our town,32,"[1412, 1413]",NOM,-1,A Kingdom,31,11,11,128,71.5,4,4,False,18,-1,-2,-1,1,"['The Tree', 'Others']",fantasy,A Kingdom,A Kingdom,our town,True,"['The Water', 'The Well', 'The Tree', 'A Kingdom', 'The Forest', 'The King', ""The Devil's Head"", 'Gold', 'The Market-fountain', 'The Queen', 'The Miller', ""The Miller's Boy"", 'The Watchman', 'The Mill', 'A Toad', 'The Devil', 'The Grandmother', ""The King's Daughter"", 'The Mouse', 'The River', 'The Old Woman', 'The Watchman', 'The Box', 'The Boy', 'The Ferryman', 'The Oar', 'Hell', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{our town}}
- Explanation: The mention refers to the town where the tree that once bore golden apples is located.
- The mention refers to: A Kingdom 
",{},{},28,False,True
179_The_Goose-Girl_at_the_Well_0,44,a handsome young man,13,"[237, 240]",NOM,-1,The Count,46,3,19,62,55.24,152,25,False,14,-1,-2,-1,0,[],fantasy,The Count,The Count,a handsome young man,True,"['The Window', 'The Well', ""The Maiden's Chamber"", 'The Mountain', 'The Count', 'The House', 'The Eldest Daughter', 'The Old Woman', 'The King', ""The Young Man's Back"", 'The Skin', 'The Tree', 'The Queen', 'The Second Daughter', 'The Bundle', 'The Youngest Daughter', ""The Maiden's Golden Hair"", 'The Forest', ""The Old Woman's Spinning-wheel"", 'The Room', 'The Moon', 'The Kingdom', 'The Pearl', 'The Meadow', 'The Sun', ""The Youngest Princess's Face"", 'None of the Above']",True,Male,Male,"- Mention: {{a handsome young man}}
- Explanation: The mention refers to a young man who is traveling through the forest.
- The mention refers to: The Count 
","{2: 79, 1: 34, 0: 14}","{2: 79, 1: 34, 0: 14}",27,False,True
022_The_Riddle_0,275,the King 's daughter,22,"[1332, 1335]",NOM,-1,The Proud Princess,53,4,20,57,82.8,44,5,False,10,-1,-2,-1,1,"['The Mantle', 'The King']",fantasy,The Proud Princess,The Proud Princess,the King's daughter,True,"[""The Innkeeper's Daughter"", 'The Maiden', 'The Proud Princess', 'The Riddle', 'The Fire', 'The Servant', 'The Poison', 'The Riddle', 'The Maid-in-waiting', 'The Raven', 'The King', ""The King's Son"", 'The Old Woman', 'The Inn', 'The Mantle', 'The Maid', 'The King', 'The Innkeeper', 'The Riddle', 'The Drink', 'The Horse', 'The Forest', 'The House', ""The Servant's Saddle"", 'None of the Above']",True,Female,Female,"- Mention: {{the King's daughter}}
- Explanation: The mention refers to the princess who is the subject of the riddle-guessing contest.
- The mention refers to: The Proud Princess 
","{3: 37, 2: 1, 1: 1}","{3: 37, 2: 1, 1: 1}",25,False,False
127_The_Iron_Stove_0,262,another maiden by his side whom he wanted to marry,29,"[1757, 1766]",NOM,-1,The False Bride,47,17,17,17,69.375,18,8,False,18,-1,-2,-1,1,"[""The King's Son""]",fantasy,The False Bride,The False Bride,another maiden by his side whom he wanted to marry,True,"[""The Bridegroom's Chamber"", 'The Great Lake', 'The Plough-wheel', ""A Swine-herd's Daughter"", 'The King With A Son', 'The Little Old House', 'The Old Toad', 'The King With A Daughter', 'The Sleeping-draught', 'The Great Box', 'The Glass Mountain', ""The King's Son"", ""The Miller's Daughter"", 'The Iron Stove', 'The Great Forest', ""The King's Daughter"", 'The False Bride', 'None of the Above']",True,Female,Female,"- Mention:  {{another maiden by his side whom he wanted to marry}}
- Explanation: The mention refers to the woman the King's son was going to marry before he met the King's daughter again.
- The mention refers to: The False Bride 
",{3: 10},{3: 10},18,False,True
193_The_Drummer_0,199,a dark forest,24,"[1562, 1564]",NOM,-1,The Forest,75,89,89,89,79.33333333333333,3,3,False,17,-1,-2,-1,0,[],fantasy,The Forest,The Forest,a dark forest,True,"['The Giant', 'The Bough', 'A Soft Voice', ""The Giant's Forest"", 'The Fish', 'The Forest', 'A Thimble', ""The Young Man's House"", ""The Bridegroom's Door"", 'The King’s Daughter', 'The Glass Mountain', 'The First Bride', 'The Sleeping-draught', 'The Log', 'The Lake', ""The Drummer's Drum"", ""The Drummer's Saddle"", 'The Wood', 'The Giant', 'The Pond', 'The Old Woman', ""The King’s Daughter's Wishing-ring"", 'The Drummer', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{a dark forest}}
- Explanation: The mention refers to the forest behind the old stone house on the glass mountain.
- The mention refers to: The Forest 
",{},{},24,False,True
050_Briar-Rose_0,52,"a deep sleep of a hundred years , into which the princess shall fall",14,"[360, 373]",NOM,-1,The Deep Sleep,71,53,53,53,82.33333333333333,3,3,False,19,-1,-2,-1,1,['Briar-rose'],fantasy,The Evil Sentence,The Deep Sleep,"a deep sleep of a hundred years , into which the princess shall fall",False,"[""The King's Son"", 'The Cook', 'The Queen', 'The Castle-yard', 'The Castle', 'The Roof', 'The Deep Sleep', 'The Kingdom', 'The Twelfth Fairy', 'The Good Old Man', 'The Door', 'The Spindle', 'The Feast', 'The Maid', 'The Evil Sentence', 'The Thirteenth Fairy', 'Briar-rose', 'The Scullery Boy', 'The Court', 'The Old Woman', 'The King', 'The Wall', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{a deep sleep of a hundred years , into which the princess shall fall}}
- Explanation: The mention refers to the curse placed upon the princess by the thirteenth fairy.
- The mention refers to: The Evil Sentence 
",{4: 1},{},23,False,True
060_The_Two_Brothers_0,1064,"My master , who killed the dragon",47,"[5551, 5557]",NOM,-1,The Younger Huntsman Brother,52,19,19,21,56.65909090909091,293,88,False,21,-1,-2,-1,1,"['The Dragon', 'The Fox']",fantasy,The Younger Huntsman Brother,The Younger Huntsman Brother,"My master , who killed the dragon",True,"['The Fox', 'The Lion', 'The Handkerchief', 'The Knife', 'The Necklace', 'The Red Cloth', 'The Woman', 'The Fox', 'The Confectionery', 'The Humble-bee', 'The Root', 'The Royal Bed', 'The Younger Huntsman Brother', 'The Cook', 'The Struggle', 'The Bear', 'The Dragon', 'The Town', 'The Door', 'The Wand', ""The Dragon's Hill"", 'The Wolf', 'The Cup-bearer', 'The Royal Clothing', 'The King', ""The Younger Huntsman Brother's Head"", 'The Marshal', 'The Fire', 'The Fire', 'The Gun', 'The Wolf', 'The Hart', 'The Hare', 'The Egg', 'The Sword', 'The Spit', 'The Servant', 'The Lion', ""The King's Daughter"", 'The Village', 'The Time', 'The Golden Clasp', 'The Meat', 'The Hare', 'The Black Crape', 'The Bread', 'The Wine', 'The Chamber', 'The Wine', 'The Wine', 'The Tree', 'The Palace', 'The Elder Huntsman Brother', 'The Inn', 'The Forest', 'The Church', 'The Witch', 'The Soldier', 'The Golden Bird', 'The Host', 'The House And Courtyard', 'The Goldsmith', 'The Foster-father', 'The Foot', 'The Time', 'The Bear', 'The Baker', 'The Poor Broom-maker', 'The Feather', ""The Dragon's Heads"", 'The Wedding', 'None of the Above']",True,Male,Male,"- Mention: {{My master , who killed the dragon}}
- Explanation: The mention refers to the younger huntsman brother who killed the dragon and saved the King's daughter.
- The mention refers to: The Younger Huntsman Brother 
","{2: 148, 0: 46, 1: 9, 4: 1, 3: 1}","{2: 148, 0: 46, 1: 9, 4: 1, 3: 1}",72,False,True
195_The_Grave-Mound_0,229,The peasant,8,"[1738, 1739]",NOM,-1,The Poor Man,55,4,42,122,57.2,44,5,False,14,-1,-2,-1,0,[],fantasy,The Poor Man,The Poor Man,The peasant,True,"['The Poor Man', ""The Rich Man's Room"", ""The Poor Man's Promise"", 'The Devil', 'The Youngster', 'The Rich Man', 'Gold', 'The Soldier', 'The Boot', 'The Grave', 'None of the Above']",True,Male,Male,"- Mention: {{The peasant}}
- Explanation: The mention refers to the poor man who asked for corn from the rich man.
- The mention refers to: The Poor Man 
","{2: 18, 0: 16, 1: 5}","{2: 18, 0: 16, 1: 5}",11,False,True
046_Fitcher’s_Bird_0,12,charitable gifts,2,"[81, 82]",NOM,-1,The Bride's Father,48,6,6,182,60.666666666666664,3,3,False,19,-1,-2,-1,0,[],fantasy,None of the Above,The Bride's Father,charitable gifts,False,"['The Second Daughter', 'The Egg', 'The Basin', ""The Bride's Father"", 'The House', 'The Wizard', ""The Wizard's Basket"", 'The Egg', 'The Window', 'The Youngest Daughter', 'The Basket', 'The Bloody Chamber', 'The Key', 'The Skull', 'The Eldest Daughter', 'The Forbidden Door', ""The Wizard's Back"", 'None of the Above']",True,None,Male,"- Mention: {{charitable gifts}}
- Explanation: The mention refers to the gifts that the wizard was pretending to collect in his basket.
- The mention refers to: None of the Above 
",{},{},18,False,True
185_The_Poor_Boy_in_the_Grave_0,213,"His wife , who was standing on the hearth with a pan of hot fat",3,"[1414, 1428]",NOM,-1,The Farmer's Wife,59,43,46,46,77.25,6,4,False,12,-1,-2,-1,1,"['The Farmer', 'Others']",fantasy,The Farmer's Wife,None of the Above,"His wife , who was standing on the hearth with a pan of hot fat",False,"['The Farmer', 'The Straw', 'The Hen', 'The Pot', 'The Hawk', 'The Judge', 'The Boy', 'The Wine', 'The Letter', ""The Boy's Little Coat"", 'None of the Above']",False,Female,None,"- Mention: {{His wife , who was standing on the hearth with a pan of hot fat}}
- Explanation: The mention refers to the farmer's wife, who is described as standing on the hearth with a pan of hot fat.
- The mention refers to: The Farmer's Wife 
","{0: 1, 3: 1}",{},11,False,True
122_Donkey_Cabbages_0,302,one head of the bad cabbages,29,"[2025, 2030]",NOM,-1,The Salad,62,34,34,59,71.44444444444444,16,9,False,18,-1,-2,-1,1,['Others'],fantasy,The Salad,The Salad,one head of the bad cabbages,True,"['The Heart Of The Bird', 'The Maid-servant', 'The Cloud', 'The Maiden', 'The Wise Woman', 'The Wishing Cloak', 'The Huntsman', 'The Courtyard', 'The Treasure', 'The Pillow', 'The Garnet Mountain', 'The Cabbage-garden', 'The Drink', 'The Old Woman', 'The Castle', 'The Miller', 'The Salad', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{one head of the bad cabbages}}
- Explanation: The huntsman took one of the bad cabbages to use as a way to punish the witch and her servant.
- The mention refers to: The Salad 
","{4: 6, 3: 1}","{4: 6, 3: 1}",18,False,True
104_Wise_Folks_0,76,The woman,2,"[374, 375]",NOM,-1,Trina,33,2,12,71,71.9090909090909,47,11,False,18,-1,-2,-1,0,[],fantasy,Trina,Trina,The woman,True,"[""Mother's Husband"", ""The Youth's Horse"", 'Heaven', 'Mother', 'Trina', 'The Cattle-dealer', 'The Money', 'The Smallest Cow', 'The Waggon', ""Hans's Stick"", ""The Cattle-dealer's Money-belt"", 'The Money', 'The Youth', 'The Purse', 'Hans', 'None of the Above']",True,Female,Female,"- Mention: {{The woman}}
- Explanation: The mention refers to the peasant's wife, who is trying to convince the cattle-dealer to leave a cow as security for the payment.
- The mention refers to: Trina 
","{1: 24, 0: 7, 3: 5}","{1: 24, 0: 7, 3: 5}",16,False,True
092_The_King_of_the_Golden_Mountain_0,297,his father,0,"[1556, 1557]",NOM,-1,The Merchant,47,3,15,214,81.91304347826087,85,23,False,21,-1,-2,-1,1,"[""The Merchant's Son""]",fantasy,The Merchant,The Merchant,his father,True,"['The Field', 'The Water', 'The Sword', 'The Ring', ""The Queen's Child"", 'The Town', 'A Piece Of Meat', 'The Merchant', ""The Merchant's Son"", 'The Water Of Life', 'A Shepherd', 'The Golden Mountain', 'The Palace', 'The Cloak', ""The Merchant's Son's Finger"", 'The Black Dwarf', 'The Queen', 'The Boat', ""The Queen's Own Kingdom"", 'A Glass Of Wine', 'None of the Above']",True,Male,Male,"- Mention: {{his father}}
- Explanation: The mention refers to the merchant who had lost his fortune and made a deal with the black dwarf.
- The mention refers to: The Merchant 
","{2: 49, 1: 10, 0: 3}","{2: 49, 1: 10, 0: 3}",21,False,True
195_The_Grave-Mound_0,114,a man whom he had never seen before,17,"[785, 792]",NOM,-1,The Soldier,45,2,65,65,58.25,23,4,False,16,-1,-2,-1,1,['The Poor Man'],fantasy,None of the Above,None of the Above,a man whom he had never seen before,True,"['The Devil', 'The Poor Man', ""The Rich Man's Room"", 'The Grave', ""The Poor Man's Promise"", 'The Youngster', 'The Boot', 'Gold', 'The Rich Man', 'None of the Above']",True,None,None,"- Mention: {{a man whom he had never seen before}}
- Explanation: The mention refers to a man who appears in the churchyard on the third night of the poor man's watch.
- The mention refers to: None of the Above 
",{},{},10,False,True
029_The_Devil_With_the_Three_Golden_Hairs_0,553,dear son-in-law,0,"[2905, 2906]",NOM,-1,The Boy,22,3,16,372,36.41379310344828,174,29,False,19,-1,-2,-1,0,[],fantasy,The Boy,The Boy,dear son-in-law,True,"['The Queen', 'The River', ""The King's Daughter"", ""The Miller's Boy"", 'The Devil', 'The Water', 'The Oar', 'The Miller', 'The Forest', 'The Market-fountain', 'The King', 'The Old Woman', 'The Mouse', 'A Toad', 'The Watchman', 'Hell', 'A Kingdom', 'Gold', 'The Well', 'The Grandmother', 'The Ferryman', 'The Tree', ""The Devil's Head"", 'The Mill', 'The Boy', 'The Box', 'The Watchman', 'None of the Above']",True,Male,Male,"- Mention: {{dear son-in-law}}
- Explanation: The King is asking his son-in-law where he got the gold.
- The mention refers to: The Boy 
","{2: 85, 1: 28, 0: 25, 4: 7}","{2: 85, 1: 28, 0: 25, 4: 7}",28,False,True
186_The_True_Sweethearts_0,34,her hands,7,"[233, 234]",NOM,-1,The Girl's Hands,67,58,58,58,94.0,3,3,False,16,-1,-2,-1,1,['The Girl'],fantasy,The Girl,The Girl's Hands,her hands,False,"['The Old Woman', 'A Spoon', ""The Girl's Hair"", ""The King's Son"", 'The Girl', ""The Girl's Work"", ""The King's Son's Left Cheek"", 'The Little Calf', 'The Trap-door', 'The King', 'The Castle', ""The Girl's Life"", 'The Festival', ""The Girl's Hands"", ""The Girl's Step-mother"", 'The Pond', ""The King's Daughter"", 'The Lime-tree', 'The Dress With Golden Suns', 'None of the Above']",True,Female,Female,"- Mention: {{her hands}}
- Explanation: The mention refers to the girl's hands, as the text describes her picking feathers and sighing in anguish.
- The mention refers to: The Girl 
","{3: 112, 1: 28, 0: 17}",{},20,False,True
056_Sweetheart_Roland_0,88,one,12,"[431, 431]",NOM,-1,The Third Drop Of Blood,33,33,34,34,66.5,3,2,False,18,-1,-2,-1,0,[],fantasy,The Third Drop Of Blood,The Third Drop Of Blood,one,True,"['Roland', 'The Kitchen', 'The Apron', 'The Wise Woman', 'The Bed', ""The Shepherd's House"", 'The Old Woman', ""The Old Woman's Step Daughter"", 'The Shepherd', 'The Second Drop Of Blood', 'The First Drop Of Blood', ""The Old Woman's Own Child"", 'Dance', ""The Dead Girl's Head"", 'The Magic Wand', 'The Third Drop Of Blood', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{one}}
- Explanation: The mention ""one"" refers to a drop of blood from the dead girl's head.
- The mention refers to: The Third Drop Of Blood 
",{0: 1},{0: 1},17,False,True
027_The_Bremen_Town-Musicians_0,241,"a man with a knife , who stabbed me in the leg",4,"[1399, 1410]",NOM,-1,The Hound,62,23,23,55,64.9090909090909,23,11,False,16,-1,-2,-1,1,"['The Robber', 'Others']",fantasy,The Hound,The Hound,"a man with a knife , who stabbed me in the leg",True,"['The Light', 'The Hound', 'The Robber', 'The Cat', 'Crowing', 'The Road To Bremen', 'The Table', 'The Yard', 'The House', 'The Donkey', 'The Master', 'The Housewife', 'The Door', 'Bremen', 'The Cock', 'None of the Above']",True,Male,Male,"- Mention: {{a man with a knife , who stabbed me in the leg}}
- Explanation: The robber is describing his encounter with the hound, who bit him in the leg.
- The mention refers to: The Hound 
","{0: 6, 1: 5, 2: 1}","{0: 6, 1: 5, 2: 1}",16,False,True
047_The_Juniper-Tree_0,59,"a child as white as snow and as red as blood ,",9,"[397, 408]",NOM,-1,Marlinchen's Brother,40,2,19,63,51.983870967741936,201,62,False,17,-1,-2,-1,0,[],fantasy,Marlinchen's Brother,Marlinchen's Brother,"a child as white as snow and as red as blood ,",True,"['The Goldsmith', 'Marlinchen', ""Marlinchen's Brother"", 'The Gold Chain', ""The Shoemaker's Roof"", 'The Wood', 'This Mist', ""Marlinchen's Brother's Neck"", 'The Street', 'The Mill', 'The First Wife', 'The Apple', 'The Devil', 'A Pan Of Hot Water', 'The Juniper-tree', 'The House', 'The Shoemaker', ""Marlinchen's Brother's Left Claw"", 'The Song', 'The Millstone', 'The Sun', 'The Second Wife', 'The Lid Of The Chest', 'The Wife', ""Marlinchen's Silk Handkerchief"", ""Marlinchen's Brother's Hand"", 'The Door', 'The Chest', ""Marlinchen's Brother's Head"", 'None of the Above']",True,Male,Male,"- Mention: {{a child as white as snow and as red as blood ,}}
- Explanation: This phrase describes the physical appearance of the first wife's son, who is the main character of the story.
- The mention refers to: Marlinchen's Brother 
","{2: 69, 0: 57, 1: 7, 4: 5, 7: 1}","{2: 69, 0: 57, 1: 7, 4: 5, 7: 1}",30,False,True
097_The_Water_of_Life_0,489,the third son,15,"[2535, 2537]",NOM,-1,The Youngest Prince,50,2,47,76,57.916666666666664,134,24,False,20,-1,-2,-1,0,[],fantasy,The Youngest Prince,The Youngest Prince,the third son,True,"['A Ravine', 'The Wand', 'The Princess', 'The Eldest Prince', ""The Youngest Prince's Loaf"", 'The Fountain', 'The Forest', 'The Golden Road', 'The Old Man', 'The Sea', 'The Dwarf', 'The Water Of Life', 'The Bread', 'The Second Prince', 'The Sword', 'The Water Of Life', 'The Cup', 'A Year', 'The Castle', 'The Sick King', 'The Youngest Prince', 'The Door', 'The Huntsman', 'None of the Above']",True,Male,Male,"- Mention: {{the third son}}
- Explanation: The mention refers to the youngest son of the King, who is the protagonist of the story.
- The mention refers to: The Youngest Prince 
","{2: 70, 1: 30, 0: 10}","{2: 70, 1: 30, 0: 10}",24,False,True
129_The_Four_Skilful_Brothers_0,0,a poor man who had four sons,0,"[3, 9]",NOM,-1,The Father,44,2,76,76,52.666666666666664,14,6,False,3,-1,-2,-1,1,['Others'],fantasy,The Father,The Father,a poor man who had four sons,True,"['The Sea', 'The Father', 'The Ship', 'The Cross-roads', 'The King', 'The Bird', 'The Second Brother', 'The Nest', 'The Dragon', 'The Eldest Brother', 'The Third Brother', ""The King's Daughter"", 'The Youngest Brother', 'The Tree', 'The Wondrous Needle', 'None of the Above']",True,Male,Male,"- Mention: {{a poor man who had four sons}}
- Explanation: The mention refers to the father of the four brothers in the story.
- The mention refers to: The Father 
","{0: 5, 2: 3}","{0: 5, 2: 3}",16,False,True
019_The_Fisherman_and_His_Wife_0,2,his wife,1,"[11, 12]",NOM,-1,The Woman,46,36,36,39,75.59322033898304,193,59,False,11,-1,-2,-1,1,['The Man'],fantasy,The Woman,The Woman,his wife,True,"['The Sea', 'The Cottage', 'The Sun', 'The Land', 'The Hovel', 'The Woman', 'The Man', 'The Castle', 'The Flounder', 'God', 'The Moon', 'None of the Above']",True,Female,Female,"- Mention: {{his wife}}
- Explanation: The mention refers to the fisherman's wife, who is a recurring character throughout the story.
- The mention refers to: The Woman 
","{3: 82, 0: 32, 1: 20}","{3: 82, 0: 32, 1: 20}",12,False,True
"188_The_Spindle,_The_Shuttle,_and_the_Needle_0",19,"the little house , which will protect thee from wind and weather",1,"[112, 123]",NOM,-1,The Maiden's House,61,17,17,93,72.5,8,8,False,20,-1,-2,-1,1,['The Poor Maiden'],fantasy,The Maiden's House,The Maiden's House,"the little house , which will protect thee from wind and weather",True,"['The Door', ""The Prince's Horse"", 'The Village', ""The Maiden's House"", 'The Old Woman', 'The Rich Girl', 'The Carpet', ""The Maiden's Needle"", 'The Golden Thread', ""The Maiden's Little Room"", 'The Prince', 'The Shuttle', 'The Window', ""The Maiden's Hand"", 'The Poor Maiden', 'The Spindle', 'None of the Above']",True,Female,Female,"- Mention: {{the little house , which will protect thee from wind and weather}}
- Explanation: The mention refers to the house where the maiden lives.
- The mention refers to: The Maiden's House 
",{},{},17,False,True
055_Rumpelstiltskin_0,159,my name,16,"[910, 911]",NOM,-1,Rumpelstiltskin,33,16,16,47,80.55555555555556,9,9,False,18,-1,-2,-1,1,['The Little Man'],fantasy,Rumpelstiltskin,Rumpelstiltskin,my name,True,"['The Room', 'The Devil', 'Rumpelstiltskin', 'The King', ""The Young Queen's Child"", 'The Little Man', 'The Miller', ""The Miller's Daughter"", 'None of the Above']",True,Neutral,Neutral,"- Mention: {{my name}}
- Explanation: The little man is asking the Queen to guess his name.
- The mention refers to: Rumpelstiltskin 
",{},{},9,False,True
061_The_Little_Peasant_0,275,the woman,17,"[1540, 1541]",NOM,-1,The Miller's Wife,59,26,28,28,81.3,18,10,False,16,-1,-2,-1,0,[],fantasy,The Miller's Wife,None of the Above,the woman,False,"['A Slice Of Bread With Cheese', ""The Little Peasant's Wife"", 'The Shepherd', 'The Little Peasant', 'The Mayor', 'The Straw', 'The Merchant', 'The Barrel', 'The Water', 'The Bed', 'The Town', 'The Parson', 'The Wine', 'The Raven', 'The Carpenter', 'The Salad', 'The Cow', 'The Miller', 'The Calf', ""The Mayor's Servant"", 'The Skin', 'The Cupboard', 'The Cows', 'The Roast Meat', 'The Cakes', 'None of the Above']",False,Female,None,"- Mention: {{the woman}}
- Explanation: The mention refers to the miller's wife, who is hiding the parson in the cupboard.
- The mention refers to: The Miller's Wife 
","{0: 4, 3: 4}",{},26,False,True
009_The_Twelve_Brothers_0,141,a star on her forehead,15,"[1019, 1023]",NOM,-1,The Golden Star,64,45,45,50,74.4,5,5,False,17,-1,-2,-1,1,"[""The King's Daughter"", ""The King's Daughter's Forehead""]",fantasy,The King's Daughter,The Golden Star,a star on her forehead,False,"['The Thirteenth Child', 'The Forest', ""The King's Daughter"", 'The Room', 'The Tree', 'The Golden Star', 'The King', 'The Bewitched Hut', 'The Fire', 'The Queen', ""The King's Daughter's Forehead"", 'Benjamin', 'The Wicked Step-mother', 'The King Who Was Hunting', 'None of the Above']",True,Female,Neutral,"- Mention: {{a star on her forehead}}
- Explanation: The mention refers to a physical characteristic of the King's daughter.
- The mention refers to: The King's Daughter 
","{3: 55, 1: 12, 0: 11, 7: 1}",{},15,False,True
107_The_Two_Travellers_0,377,the water,44,"[2468, 2469]",NOM,-1,The Pond,55,23,23,23,74.5,4,4,False,19,-1,-2,-1,0,[],fantasy,The Pond,The Pond,the water,True,"['The Splendid Building', 'The Travelling Bag', 'The Queen', 'The Sun', 'The Handkerchief', 'The Gate', 'The Water', 'The Shoemaker', 'The Town', 'The Queen-bee', 'The Crown', 'The King', ""The Tailor's Life"", 'The Mother', 'The Pond', 'The Royal Palace', 'The Man On The Gallows', 'Bread', 'The Dew', 'The Back', 'The Prisoner', 'The Back', 'Every One', 'The Pockets', 'God', 'The Court-yard', 'The Gallows', 'The Duck', 'The Tailor', 'The Baby', 'The Second Brother', 'The Horse', 'The Bread', 'The Stork', 'The Hollow Tree', 'The Bundle', 'The Forest', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{the water}}
- Explanation: The tailor had spared the duck's children and was rewarded by the duck by placing the crown on the handkerchief.
- The mention refers to: The Pond 
",{},{},38,False,True
013_The_Three_Little_Men_in_the_Wood_0,220,the man 's,0,"[1587, 1589]",NOM,-1,The Father,62,157,157,177,78.4,21,10,False,21,-1,-2,-1,1,['The Queen'],fantasy,None of the Above,None of the Above,the man 's,True,"['Bread-and-butter And Cake', 'The Woman', 'The King', 'The Forest', 'A Cauldron', 'The Baby', ""The Woman's Own Daughter"", 'Yarn', ""The King's Sword"", 'The Boot', 'The Queen', 'The Little House', ""The Baby's Cradle"", ""The Queen's Mouth"", 'The Paper Frock', 'The Barrel', ""The Woman's Own Daughter's Mouth"", ""The Queen's Bread"", 'The Water', 'None of the Above']",True,None,None,"- Mention: {{the man 's}}
- Explanation: The mention refers to the man who married the widow.
- The mention refers to: None of the Above 
",{},{},20,False,True
037_Thumbling_0,325,the byre,24,"[2000, 2001]",NOM,-1,Granary,22,45,45,61,84.0,3,3,False,21,-1,-2,-1,0,[],fantasy,Cow,Granary,the byre,False,"[""Maid's Bed"", ""Pastor's Room"", ""Wolf's Body"", 'Blow', 'Cart', 'Forest', 'Pastor', 'Father', 'Horse', 'Mother', 'Maid', 'Thumbling', 'Hay', 'Wolf', 'Cow', 'Mouse-hole', 'Stomach', ""Horse's Ear"", 'Granary', 'None of the Above']",True,Female,Neutral,"- Mention: {{the byre}}
- Explanation: The byre is a place where cows are kept.
- The mention refers to: Cow 
",{3: 2},{},20,False,True
013_The_Three_Little_Men_in_the_Wood_0,120,thy thin dress,8,"[822, 824]",NOM,-1,The Paper Frock,42,23,23,23,59.666666666666664,7,6,False,14,-1,-2,-1,1,['The Queen'],fantasy,The Paper Frock,The Paper Frock,thy thin dress,True,"['The Water', ""The King's Sword"", 'The Barrel', 'The Forest', 'Bread-and-butter And Cake', 'The Queen', 'The Little House', ""The Woman's Own Daughter"", 'The Baby', ""The Queen's Bread"", 'The Father', ""The Woman's Own Daughter's Mouth"", 'Yarn', ""The Baby's Cradle"", 'The King', 'A Cauldron', 'The Boot', ""The Queen's Mouth"", 'The Woman', 'The Paper Frock', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{thy thin dress}}
- Explanation: The mention refers to the paper frock that the woman's daughter was forced to wear in the winter.
- The mention refers to: The Paper Frock 
",{4: 1},{4: 1},21,False,True
033_The_Three_Languages_0,109,The whole district,16,"[541, 543]",NOM,-1,The Land,50,32,32,32,68.33333333333333,3,3,False,14,-1,-2,-1,0,[],fantasy,The Land,The Land,The whole district,True,"['The Castle', 'The Tower', 'The Master', 'The Youth', ""The Youth's Head"", 'The Father', 'The Land', 'A Great Treasure', 'A Mass', 'The Lord Of The Castle', 'None of the Above']",True,Neutral,Neutral,"- Mention: {{The whole district}}
- Explanation: The mention refers to the area surrounding the castle where the wild dogs reside.
- The mention refers to: The Land 
",{},{},11,False,True
